time,vertiport_id,status,arrival,departure
0.0,0,PadState.WAITING,False,False
0.0,1,PadState.WAITING,False,False
0.0,2,PadState.WAITING,False,False
0.0,3,PadState.WAITING,False,False
0.0,4,PadState.WAITING,False,False
0.0,5,PadState.WAITING,False,False
0.0,6,PadState.IDLE,False,False
0.1205592155456543,0,PadState.WAITING,False,False
0.1205592155456543,1,PadState.WAITING,False,False
0.1205592155456543,2,PadState.WAITING,False,False
0.1205592155456543,3,PadState.WAITING,False,False
0.1205592155456543,4,PadState.QUEUED,False,False
0.1205592155456543,5,PadState.WAITING,False,False
0.1205592155456543,6,PadState.IDLE,False,False
0.22431206703186035,0,PadState.WAITING,False,False
0.22431206703186035,1,PadState.WAITING,False,False
0.22431206703186035,2,PadState.WAITING,False,False
0.22431206703186035,3,PadState.WAITING,False,False
0.22431206703186035,4,PadState.QUEUED,False,False
0.22431206703186035,5,PadState.WAITING,False,False
0.22431206703186035,6,PadState.IDLE,False,False
0.32109951972961426,0,PadState.WAITING,False,False
0.32109951972961426,1,PadState.WAITING,False,False
0.32109951972961426,2,PadState.WAITING,False,False
0.32109951972961426,3,PadState.WAITING,False,False
0.32109951972961426,4,PadState.QUEUED,False,False
0.32109951972961426,5,PadState.WAITING,False,False
0.32109951972961426,6,PadState.IDLE,False,False
0.4211869239807129,0,PadState.WAITING,False,False
0.4211869239807129,1,PadState.WAITING,False,False
0.4211869239807129,2,PadState.WAITING,False,False
0.4211869239807129,3,PadState.WAITING,False,False
0.4211869239807129,4,PadState.QUEUED,False,False
0.4211869239807129,5,PadState.WAITING,False,False
0.4211869239807129,6,PadState.IDLE,False,False
0.5293755531311035,0,PadState.WAITING,False,False
0.5293755531311035,1,PadState.WAITING,False,False
0.5293755531311035,2,PadState.WAITING,False,False
0.5293755531311035,3,PadState.WAITING,False,False
0.5293755531311035,4,PadState.QUEUED,False,False
0.5293755531311035,5,PadState.WAITING,False,False
0.5293755531311035,6,PadState.IDLE,False,False
0.6219580173492432,0,PadState.WAITING,False,False
0.6219580173492432,1,PadState.WAITING,False,False
0.6219580173492432,2,PadState.WAITING,False,False
0.6219580173492432,3,PadState.WAITING,False,False
0.6219580173492432,4,PadState.QUEUED,False,False
0.6219580173492432,5,PadState.WAITING,False,False
0.6219580173492432,6,PadState.IDLE,False,False
0.7971169948577881,0,PadState.WAITING,False,False
0.7971169948577881,1,PadState.QUEUED,False,False
0.7971169948577881,2,PadState.WAITING,False,False
0.7971169948577881,3,PadState.WAITING,False,False
0.7971169948577881,4,PadState.QUEUED,False,False
0.7971169948577881,5,PadState.WAITING,False,False
0.7971169948577881,6,PadState.IDLE,False,False
0.9003920555114746,0,PadState.WAITING,False,False
0.9003920555114746,1,PadState.QUEUED,False,False
0.9003920555114746,2,PadState.WAITING,False,False
0.9003920555114746,3,PadState.WAITING,False,False
0.9003920555114746,4,PadState.QUEUED,False,False
0.9003920555114746,5,PadState.WAITING,False,False
0.9003920555114746,6,PadState.IDLE,False,False
0.9988155364990234,0,PadState.WAITING,False,False
0.9988155364990234,1,PadState.QUEUED,False,False
0.9988155364990234,2,PadState.WAITING,False,False
0.9988155364990234,3,PadState.WAITING,False,False
0.9988155364990234,4,PadState.QUEUED,False,False
0.9988155364990234,5,PadState.WAITING,False,False
0.9988155364990234,6,PadState.IDLE,False,False
1.0966320037841797,0,PadState.WAITING,False,False
1.0966320037841797,1,PadState.QUEUED,False,False
1.0966320037841797,2,PadState.WAITING,False,False
1.0966320037841797,3,PadState.WAITING,False,False
