time,vertiport_id,status,arrival,departure
0.0,0,PadState.WAITING,False,False
0.0,1,PadState.WAITING,False,False
0.0,2,PadState.WAITING,False,False
0.0,3,PadState.WAITING,False,False
0.0,4,PadState.WAITING,False,False
0.0,5,PadState.WAITING,False,False
0.0,6,PadState.IDLE,False,False
0.2763326168060303,0,PadState.WAITING,False,False
0.2763326168060303,1,PadState.WAITING,False,False
0.2763326168060303,2,PadState.WAITING,False,False
0.2763326168060303,3,PadState.WAITING,False,False
0.2763326168060303,4,PadState.WAITING,False,False
0.2763326168060303,5,PadState.WAITING,False,False
0.2763326168060303,6,PadState.IDLE,False,False
0.44105005264282227,0,PadState.WAITING,False,False
0.44105005264282227,1,PadState.WAITING,False,False
0.44105005264282227,2,PadState.WAITING,False,False
0.44105005264282227,3,PadState.WAITING,False,False
0.44105005264282227,4,PadState.WAITING,False,False
0.44105005264282227,5,PadState.WAITING,False,False
0.44105005264282227,6,PadState.IDLE,False,False
0.5454294681549072,0,PadState.WAITING,False,False
0.5454294681549072,1,PadState.WAITING,False,False
0.5454294681549072,2,PadState.WAITING,False,False
0.5454294681549072,3,PadState.WAITING,False,False
0.5454294681549072,4,PadState.WAITING,False,False
0.5454294681549072,5,PadState.WAITING,False,False
0.5454294681549072,6,PadState.IDLE,False,False
0.6524407863616943,0,PadState.WAITING,False,False
0.6524407863616943,1,PadState.WAITING,False,False
0.6524407863616943,2,PadState.WAITING,False,False
0.6524407863616943,3,PadState.WAITING,False,False
0.6524407863616943,4,PadState.WAITING,False,False
0.6524407863616943,5,PadState.WAITING,False,False
0.6524407863616943,6,PadState.IDLE,False,False
0.7522680759429932,0,PadState.WAITING,False,False
0.7522680759429932,1,PadState.WAITING,False,False
0.7522680759429932,2,PadState.WAITING,False,False
0.7522680759429932,3,PadState.WAITING,False,False
0.7522680759429932,4,PadState.WAITING,False,False
0.7522680759429932,5,PadState.WAITING,False,False
0.7522680759429932,6,PadState.IDLE,False,False
0.8483209609985352,0,PadState.WAITING,False,False
0.8483209609985352,1,PadState.WAITING,False,False
0.8483209609985352,2,PadState.QUEUED,False,False
0.8483209609985352,3,PadState.WAITING,False,False
0.8483209609985352,4,PadState.WAITING,False,False
0.8483209609985352,5,PadState.WAITING,False,False
0.8483209609985352,6,PadState.IDLE,False,False
0.9423937797546387,0,PadState.WAITING,False,False
0.9423937797546387,1,PadState.WAITING,False,False
0.9423937797546387,2,PadState.QUEUED,False,False
0.9423937797546387,3,PadState.WAITING,False,False
0.9423937797546387,4,PadState.WAITING,False,False
0.9423937797546387,5,PadState.WAITING,False,False
0.9423937797546387,6,PadState.IDLE,False,False
1.0413508415222168,0,PadState.WAITING,False,False
1.0413508415222168,1,PadState.WAITING,False,False
1.0413508415222168,2,PadState.QUEUED,False,False
1.0413508415222168,3,PadState.WAITING,False,False
1.0413508415222168,4,PadState.WAITING,False,False
1.0413508415222168,5,PadState.WAITING,False,False
1.0413508415222168,6,PadState.IDLE,False,False
1.148430585861206,0,PadState.WAITING,False,False
1.148430585861206,1,PadState.WAITING,False,False
1.148430585861206,2,PadState.QUEUED,False,False
1.148430585861206,3,PadState.WAITING,False,False
1.148430585861206,4,PadState.WAITING,False,False
1.148430585861206,5,PadState.WAITING,False,False
1.148430585861206,6,PadState.IDLE,False,False
1.2437653541564941,0,PadState.WAITING,False,False
1.2437653541564941,1,PadState.WAITING,False,False
1.2437653541564941,2,PadState.QUEUED,False,False
1.2437653541564941,3,PadState.WAITING,False,False
1.2437653541564941,4,PadState.WAITING,False,False
