time,vehicle_id,real,origin,destination,position,flight_phase,velocity
3.2857255935668945,1000,True,0,1,[-10.62831217  -6.25987028   1.1       ],queued,[ 0.94276743  0.70951111 -0.22904961]
3.2857255935668945,1001,True,1,4,[10.09474223 -4.67406202  1.4       ],queued,[-0.60788138  0.95558497  0.36070581]
3.2857255935668945,1002,True,2,3,[ 0.39342613 12.27644203  1.4       ],queued,[-0.56249787 -0.62983787 -0.05986321]
3.2857255935668945,1003,False,3,5,[-1.    -8.     1.545],queued,[-0.14167445 -0.39262421 -0.50131918]
3.2857255935668945,1004,False,4,2,[ 8.    -7.5    1.545],queued,[-0.5554271  -0.03688025 -0.6551221 ]
3.2857255935668945,1005,False,5,0,[-8.    8.    1.92],queued,[-0.1747302  -0.01447319 -0.59780637]
3.3924684524536133,1000,True,0,1,[-10.63230477  -6.26246693   1.1       ],queued,[ 0.94276743  0.70951111 -0.22904961]
3.3924684524536133,1001,True,1,4,[10.09173631 -4.66540362  1.5       ],queued,[-0.60788138  0.95558497  0.36070581]
3.3924684524536133,1002,True,2,3,[ 0.38994742 12.27064878  1.5       ],queued,[-0.56249787 -0.62983787 -0.05986321]
3.3924684524536133,1003,False,3,5,[-1.   -8.    1.62],queued,[-0.14167445 -0.39262421 -0.50131918]
3.3924684524536133,1004,False,4,2,[ 8.   -7.5   1.62],queued,[-0.5554271  -0.03688025 -0.6551221 ]
3.3924684524536133,1005,False,5,0,[-8.     8.     1.995],queued,[-0.1747302  -0.01447319 -0.59780637]
3.488854169845581,1000,True,0,1,[-10.65574841  -6.25773386   1.2       ],queued,[ 0.94276743  0.70951111 -0.22904961]
3.488854169845581,1001,True,1,4,[10.09173631 -4.66540362  1.5       ],queued,[-0.60788138  0.95558497  0.36070581]
3.488854169845581,1002,True,2,3,[ 0.38994742 12.27064878  1.5       ],queued,[-0.56249787 -0.62983787 -0.05986321]
3.488854169845581,1003,False,3,5,[-1.    -8.     1.695],queued,[-0.14167445 -0.39262421 -0.50131918]
3.488854169845581,1004,False,4,2,[ 8.    -7.5    1.695],queued,[-0.5554271  -0.03688025 -0.6551221 ]
3.488854169845581,1005,False,5,0,[-8.    8.    2.07],queued,[-0.1747302  -0.01447319 -0.59780637]
3.5873355865478516,1000,True,0,1,[-10.65574841  -6.25773386   1.2       ],queued,[ 0.94276743  0.70951111 -0.22904961]
3.5873355865478516,1001,True,1,4,[10.09113932 -4.65838948  1.5       ],queued,[-0.60788138  0.95558497  0.36070581]
